uid,genre,aired,episodes,score,start,end
33024,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'School', 'Seinen']","Sep 29, 2016",1.0,6.49,"Sep 29, 2016",
2061,"['Action', 'Military', 'Sci-Fi', 'Space']","Nov 21, 1987",1.0,6.49,"Nov 21, 1987",
32785,['Game'],"Apr 2, 2016 to Mar 25, 2017",51.0,6.49,"Apr 2, 2016","Mar 25, 2017"
5496,"['Action', 'Adventure', 'Martial Arts']","Jul 19, 2008",1.0,6.49,"Jul 19, 2008",
21167,['Fantasy'],"Apr 10, 2014 to Jun 26, 2014",12.0,6.49,"Apr 10, 2014","Jun 26, 2014"
26053,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']","Jan 1, 2008",1.0,6.49,"Jan 1, 2008",
31967,"['Comedy', 'Ecchi', 'Fantasy']","Aug 26, 2015",4.0,6.49,"Aug 26, 2015",
36136,"['Music', 'Space']","Jul 19, 2017",1.0,6.49,"Jul 19, 2017",
707,"['Comedy', 'Drama']","Jan 13, 2003",4.0,6.49,"Jan 13, 2003",
35346,"['Comedy', 'Slice of Life']","Apr 4, 2017 to Jun 27, 2017",13.0,6.49,"Apr 4, 2017","Jun 27, 2017"
30485,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural']","Jan 11, 2017 to Mar 29, 2017",12.0,6.49,"Jan 11, 2017","Mar 29, 2017"
39523,['Fantasy'],"Oct 3, 2019 to Dec 19, 2019",12.0,6.49,"Oct 3, 2019","Dec 19, 2019"
348,"['Comedy', 'Fantasy', 'Magic', 'Slice of Life']","Oct 3, 2003 to Dec 26, 2003",13.0,6.49,"Oct 3, 2003","Dec 26, 2003"
2142,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']","Apr 7, 2007 to Mar 29, 2008",51.0,6.49,"Apr 7, 2007","Mar 29, 2008"
8768,"['Romance', 'School', 'Shoujo']","Jul 30, 2010",1.0,7.41,"Jul 30, 2010",
31326,"['Comedy', 'Ecchi']","Jul 24, 2015 to Jan 27, 2016",6.0,7.41,"Jul 24, 2015","Jan 27, 2016"
9865,"['Comedy', 'Historical', 'Parody']","May 25, 2010",1.0,7.41,"May 25, 2010",
1825,"['Drama', 'Historical', 'Shounen']","Jun 14, 1986",1.0,7.41,"Jun 14, 1986",
31324,['Ecchi'],"Jul 23, 2015",1.0,7.41,"Jul 23, 2015",
1392,"['Drama', 'Sci-Fi', 'Shounen', 'Sports']","Nov 1, 1992 to Jun 1, 1993",6.0,7.41,"Nov 1, 1992","Jun 1, 1993"
32930,"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'Shounen']","May 17, 2016 to Dec 16, 2016",3.0,7.41,"May 17, 2016","Dec 16, 2016"
16592,"['Mystery', 'Psychological', 'School']","Jul 5, 2013 to Sep 27, 2013",13.0,7.41,"Jul 5, 2013","Sep 27, 2013"
37789,"['Slice of Life', 'Comedy']","Sep 18, 2003 to Mar 16, 2005",5.0,6.5,"Sep 18, 2003","Mar 16, 2005"
7522,"['Action', 'Adventure', 'Fantasy', 'Magic']","Apr 29, 2007 to Jan 20, 2008",39.0,6.5,"Apr 29, 2007","Jan 20, 2008"
38004,"['Comedy', 'Military', 'Sci-Fi', 'Shounen']","Apr 10, 2019 to Jun 26, 2019",12.0,6.5,"Apr 10, 2019","Jun 26, 2019"
9403,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Mecha', 'Sci-Fi']","Aug 5, 1989 to Sep 5, 1989",2.0,6.51,"Aug 5, 1989","Sep 5, 1989"
7696,['Historical'],"Jan 25, 1992",1.0,6.5,"Jan 25, 1992",
171,"['Adventure', 'Drama', 'Fantasy']","Jul 11, 2000 to Sep 26, 2000",13.0,6.5,"Jul 11, 2000","Sep 26, 2000"
608,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Dec 22, 2001",1.0,6.5,"Dec 22, 2001",
10916,"['Adventure', 'Comedy', 'Fantasy', 'Kids']","Dec 22, 1999",2.0,6.5,"Dec 22, 1999",
18857,"['Slice of Life', 'Comedy', 'Romance']","Aug 18, 2013",3.0,6.5,"Aug 18, 2013",
8783,['Kids'],"May 19, 1979",1.0,6.52,"May 19, 1979",
12921,"['Comedy', 'School', 'Slice of Life']","Jan 27, 2012",2.0,6.5,"Jan 27, 2012",
2306,"['Comedy', 'Parody', 'Mecha']","Jul 15, 1989",2.0,6.5,"Jul 15, 1989",
23399,"['Comedy', 'Slice of Life']","Apr 26, 2014",1.0,6.5,"Apr 26, 2014",
3391,"['Comedy', 'Ecchi', 'School']","Oct 8, 1981 to Oct 6, 1983",95.0,6.5,"Oct 8, 1981","Oct 6, 1983"
2040,"['Magic', 'Shoujo']","May 2, 1990 to Mar 27, 1991",47.0,6.5,"May 2, 1990","Mar 27, 1991"
38600,"['Action', 'Sci-Fi', 'Police', 'Seinen']","Nov 2, 2018",1.0,6.5,"Nov 2, 2018",
8140,"['Adventure', 'Comedy', 'Drama']","Jul 21, 1989 to Aug 31, 1990",55.0,6.5,"Jul 21, 1989","Aug 31, 1990"
2817,"['Adventure', 'Kids', 'Romance', 'Fantasy']","Apr 4, 1996 to Oct 3, 1996",26.0,7.41,"Apr 4, 1996","Oct 3, 1996"
12067,"['Action', 'Historical', 'Romance', 'Samurai', 'Shounen']","Dec 2, 1998",1.0,7.41,"Dec 2, 1998",
37711,"['Drama', 'Romance', 'School']","Nov 9, 2018",2.0,6.5,"Nov 9, 2018",
20971,"['Harem', 'Music', 'School', 'Shoujo']","Apr 6, 2014 to Jun 22, 2014",12.0,6.5,"Apr 6, 2014","Jun 22, 2014"
37438,"['Action', 'Game', 'Sci-Fi', 'Mystery']","Oct 18, 2018",11.0,6.5,"Oct 18, 2018",
35235,"['Comedy', 'Slice of Life']","Oct 10, 2017 to Dec 12, 2017",10.0,6.5,"Oct 10, 2017","Dec 12, 2017"
4756,"['Drama', 'Mystery', 'Psychological', 'Seinen']","Sep 1, 1992",1.0,6.5,"Sep 1, 1992",
7083,"['Adventure', 'Fantasy', 'Magic', 'Historical']","Dec 29, 2008 to Aug 19, 2009",6.0,6.5,"Dec 29, 2008","Aug 19, 2009"
9291,"['Kids', 'Fantasy']","Jul 22, 1989",1.0,6.49,"Jul 22, 1989",
31675,"['Comedy', 'Fantasy', 'Game', 'Shounen']","Sep 25, 2014",3.0,6.5,"Sep 25, 2014",
336,"['Fantasy', 'Shoujo']","Nov 4, 2004 to Feb 3, 2005",13.0,6.5,"Nov 4, 2004","Feb 3, 2005"
34213,"['Slice of Life', 'Ecchi']","Oct 10, 2016 to Dec 26, 2016",12.0,6.5,"Oct 10, 2016","Dec 26, 2016"
2617,['Comedy'],"Apr 8, 2000 to Jul 19, 2002",2.0,6.5,"Apr 8, 2000","Jul 19, 2002"
1396,"['Drama', 'Sci-Fi', 'Shounen', 'Sports']","Apr 1, 1996 to Jun 1, 1996",2.0,6.5,"Apr 1, 1996","Jun 1, 1996"
2809,"['Adventure', 'Comedy', 'Kids']","Oct 1, 1977 to Mar 25, 1978",26.0,6.5,"Oct 1, 1977","Mar 25, 1978"
5883,"['Action', 'Sci-Fi', 'Martial Arts', 'Samurai']","Jan 11, 2009 to Jun 25, 2009",24.0,6.5,"Jan 11, 2009","Jun 25, 2009"
33686,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Dec 2, 2016",1.0,6.5,"Dec 2, 2016",
12685,"['Comedy', 'Parody', 'Fantasy']","Jul 27, 2012",1.0,6.5,"Jul 27, 2012",
2915,"['Drama', 'Historical']","Jul 22, 1997",1.0,6.5,"Jul 22, 1997",
7176,"['Kids', 'Slice of Life', 'Comedy']","Oct 7, 2009 to Mar 31, 2010",26.0,6.5,"Oct 7, 2009","Mar 31, 2010"
105,"['Slice of Life', 'Comedy', 'Romance', 'Shounen']","Apr 11, 2000 to Jul 4, 2000",13.0,6.5,"Apr 11, 2000","Jul 4, 2000"
810,"['Comedy', 'Drama', 'Sci-Fi', 'Seinen']","Apr 6, 1998 to Sep 28, 1998",24.0,6.5,"Apr 6, 1998","Sep 28, 1998"
4371,"['Action', 'Sci-Fi', 'Space', 'Mecha']","Dec 29, 1981",1.0,6.51,"Dec 29, 1981",
19081,['Music'],"Aug 29, 2012",1.0,6.51,"Aug 29, 2012",
30196,"['Romance', 'School', 'Shoujo']","Mar 6, 2015 to Mar 27, 2015",4.0,6.51,"Mar 6, 2015","Mar 27, 2015"
33760,"['Adventure', 'Fantasy']","Dec 2, 2015 to May 11, 2016",12.0,6.51,"Dec 2, 2015","May 11, 2016"
5997,"['Action', 'Slice of Life', 'Adventure', 'Police', 'Martial Arts', 'Samurai', 'Historical', 'Drama', 'Shounen']","Oct 3, 1968 to Sep 24, 1969",52.0,6.51,"Oct 3, 1968","Sep 24, 1969"
32728,['Drama'],"Oct 2, 2015",1.0,6.51,"Oct 2, 2015",
1297,"['Action', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']","Jun 20, 1988",1.0,6.51,"Jun 20, 1988",
1807,"['Action', 'Fantasy', 'Magic', 'Comedy', 'Drama']","Oct 8, 2007 to Dec 24, 2007",12.0,6.51,"Oct 8, 2007","Dec 24, 2007"
1879,"['Action', 'Sci-Fi', 'Mystery', 'Seinen']","Jan 27, 1989",1.0,6.51,"Jan 27, 1989",
6796,"['Comedy', 'Sci-Fi']","Oct 24, 1991",1.0,6.51,"Oct 24, 1991",
29255,['Action'],"Nov 14, 2013",1.0,6.51,"Nov 14, 2013",
33880,"['Comedy', 'Police']","Sep 30, 2007 to Oct 7, 2007",2.0,6.51,"Sep 30, 2007","Oct 7, 2007"
6310,['Comedy'],"Jul 14, 2001",1.0,6.51,"Jul 14, 2001",
4760,['Ecchi'],"Jun 25, 2008 to Nov 21, 2008",12.0,6.51,"Jun 25, 2008","Nov 21, 2008"
16101,"['Fantasy', 'Seinen']","Oct 28, 2012",1.0,6.51,"Oct 28, 2012",
3435,"['Historical', 'Mystery', 'Shoujo']","Dec 13, 1977 to Jun 27, 1978",26.0,6.51,"Dec 13, 1977","Jun 27, 1978"
34655,"['Fantasy', 'Music']","Dec 20, 2016",1.0,6.51,"Dec 20, 2016",
3873,"['Adventure', 'Historical', 'Shoujo']","Oct 7, 1981 to May 1, 1982",29.0,6.51,"Oct 7, 1981","May 1, 1982"
3285,"['Magic', 'School', 'Shoujo']","Jan 6, 1969 to Oct 26, 1970",94.0,6.51,"Jan 6, 1969","Oct 26, 1970"
37505,"['Action', 'Fantasy']","Mar 24, 2018",1.0,6.51,"Mar 24, 2018",
27907,"['Comedy', 'Mecha']","Mar 26, 2014 to Jun 20, 2014",3.0,6.51,"Mar 26, 2014","Jun 20, 2014"
10118,"['Adventure', 'Drama', 'Sci-Fi']","Jul 24, 2010 to Sep 24, 2010",5.0,6.51,"Jul 24, 2010","Sep 24, 2010"
30483,"['Adventure', 'Space', 'Drama', 'Sci-Fi']","Jan 4, 2014",1.0,6.51,"Jan 4, 2014",
4199,"['Adventure', 'Romance', 'Historical', 'Drama']","Sep 9, 1979 to Mar 30, 1980",30.0,6.51,"Sep 9, 1979","Mar 30, 1980"
3842,['Adventure'],"Mar 20, 1971",1.0,6.51,"Mar 20, 1971",
8956,"['Action', 'Adventure', 'Kids']","Apr 7, 2002 to Mar 30, 2003",52.0,6.5,"Apr 7, 2002","Mar 30, 2003"
14317,['Sci-Fi'],"Jun 3, 2012",1.0,6.51,"Jun 3, 2012",
33957,"['Action', 'Kids', 'Mecha', 'School']","Feb 27, 2014",1.0,6.51,"Feb 27, 2014",
1673,"['Sci-Fi', 'Shounen']","Feb 7, 1999 to Jan 30, 2000",50.0,6.51,"Feb 7, 1999","Jan 30, 2000"
36560,"['Comedy', 'Ecchi', 'Romance', 'School']","Mar 26, 2018",2.0,6.51,"Mar 26, 2018",
30795,"['Comedy', 'Seinen', 'Slice of Life']","Apr 5, 2016 to Jun 21, 2016",12.0,6.51,"Apr 5, 2016","Jun 21, 2016"
10196,"['Ecchi', 'Harem', 'Seinen']","Jul 20, 2011",1.0,6.51,"Jul 20, 2011",
6533,['Music'],"Mar 5, 2008",1.0,6.51,"Mar 5, 2008",
12437,"['Comedy', 'Shoujo Ai']","Feb 15, 2012",1.0,6.52,"Feb 15, 2012",
715,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Seinen']","Apr 21, 1998 to Dec 19, 1998",3.0,6.52,"Apr 21, 1998","Dec 19, 1998"
1276,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Magic']","Nov 21, 1989 to Sep 5, 1991",7.0,6.52,"Nov 21, 1989","Sep 5, 1991"
34522,"['Music', 'Drama']","Oct 10, 2017 to Jan 8, 2018",12.0,6.52,"Oct 10, 2017","Jan 8, 2018"
4132,"['Slice of Life', 'Historical', 'Drama']","Apr 7, 1981 to Sep 29, 1981",26.0,6.52,"Apr 7, 1981","Sep 29, 1981"
6226,"['Action', 'Drama', 'Fantasy']","Nov 22, 2006 to Dec 21, 2006",2.0,6.52,"Nov 22, 2006","Dec 21, 2006"
6878,"['Adventure', 'Comedy']","Oct 31, 2008",1.0,6.52,"Oct 31, 2008",
3444,"['Action', 'Sci-Fi', 'Space', 'Super Power']","Apr 4, 1979 to Mar 26, 1980",50.0,6.52,"Apr 4, 1979","Mar 26, 1980"
8949,['Kids'],"Mar 1, 2003",1.0,6.52,"Mar 1, 2003",
6981,"['Game', 'Comedy', 'Shounen']","Oct 9, 1992 to Mar 13, 1993",21.0,6.52,"Oct 9, 1992","Mar 13, 1993"
15453,['Music'],"Jan 11, 2012",1.0,6.52,"Jan 11, 2012",
4067,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Game', 'Kids', 'Magic', 'Sci-Fi', 'Supernatural']","Oct 7, 2000 to Sep 29, 2001",50.0,6.52,"Oct 7, 2000","Sep 29, 2001"
10073,"['Action', 'Super Power', 'Supernatural', 'Ecchi', 'Seinen']","Apr 12, 2011 to Jun 28, 2011",12.0,6.52,"Apr 12, 2011","Jun 28, 2011"
1854,"['Action', 'Sci-Fi', 'Adventure']","Sep 20, 2002",3.0,6.52,"Sep 20, 2002",
417,"['Action', 'Magic', 'Fantasy']","Apr 7, 2004 to Sep 29, 2004",26.0,6.52,"Apr 7, 2004","Sep 29, 2004"
1964,"['Action', 'Adventure', 'Game', 'Harem', 'Mecha', 'Sci-Fi']","Mar 19, 2003 to Aug 20, 2003",3.0,6.52,"Mar 19, 2003","Aug 20, 2003"
4910,"['Adventure', 'Comedy', 'Fantasy', 'Kids']","Aug 1, 2006",1.0,6.52,"Aug 1, 2006",
6303,"['Adventure', 'Comedy']","Apr 2, 1967 to Apr 14, 1968",54.0,6.52,"Apr 2, 1967","Apr 14, 1968"
24175,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']","Aug 18, 2014 to Feb 18, 2015",3.0,6.52,"Aug 18, 2014","Feb 18, 2015"
2085,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']","Jul 21, 1991 to Nov 21, 1991",3.0,6.52,"Jul 21, 1991","Nov 21, 1991"
9789,"['Adventure', 'Kids']","Dec 22, 2007",1.0,6.53,"Dec 22, 2007",
4536,"['Comedy', 'Mecha', 'Sci-Fi', 'Space']","Feb 2, 1980 to Jan 3, 1981",50.0,6.52,"Feb 2, 1980","Jan 3, 1981"
37291,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Thriller', 'Shounen Ai']","May 20, 2018 to Sep 30, 2018",20.0,6.52,"May 20, 2018","Sep 30, 2018"
9519,['Comedy'],"Apr 10, 2001 to Feb 26, 2005",5.0,6.52,"Apr 10, 2001","Feb 26, 2005"
7601,['Fantasy'],"Oct 1, 1993 to Feb 1, 1994",3.0,6.52,"Oct 1, 1993","Feb 1, 1994"
32321,"['Action', 'Adventure', 'Comedy', 'Seinen']","Jan 8, 2016",1.0,6.52,"Jan 8, 2016",
40172,['Music'],"May 6, 2019",1.0,6.52,"May 6, 2019",
12429,"['Action', 'Adventure', 'Sci-Fi']","Dec 17, 2011 to Feb 11, 2012",2.0,6.52,"Dec 17, 2011","Feb 11, 2012"
13159,"['Comedy', 'Magic', 'School', 'Slice of Life']","Apr 4, 2012 to Feb 19, 2014",60.0,6.52,"Apr 4, 2012","Feb 19, 2014"
8332,['Fantasy'],2008,1.0,6.52,2008,
2895,['Adventure'],"Oct 1, 2001",1.0,6.52,"Oct 1, 2001",
799,"['Comedy', 'Drama', 'Slice of Life']","Oct 12, 2001 to Feb 17, 2002",13.0,6.52,"Oct 12, 2001","Feb 17, 2002"
4504,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Mecha']","Feb 19, 1991 to Feb 18, 1992",50.0,6.52,"Feb 19, 1991","Feb 18, 1992"
31338,"['Action', 'Sci-Fi', 'Harem', 'Romance', 'Ecchi', 'Mecha', 'School']","Apr 5, 2016 to Jun 21, 2016",12.0,6.52,"Apr 5, 2016","Jun 21, 2016"
1988,"['Comedy', 'Romance']","Jan 7, 2007 to Apr 1, 2007",13.0,6.52,"Jan 7, 2007","Apr 1, 2007"
4244,"['Action', 'Adventure', 'Mecha']","Apr 5, 1983 to Jan 31, 1984",43.0,6.52,"Apr 5, 1983","Jan 31, 1984"
9391,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Mar 21, 1998 to Oct 3, 1998",26.0,6.52,"Mar 21, 1998","Oct 3, 1998"
18771,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Seinen']","Jul 3, 2013 to Dec 18, 2013",25.0,6.52,"Jul 3, 2013","Dec 18, 2013"
32691,"['Kids', 'Magic']","Feb 29, 2016 to May 24, 2016",26.0,6.52,"Feb 29, 2016","May 24, 2016"
33392,"['Comedy', 'Parody', 'School', 'Shounen Ai']","Oct 4, 2016 to Dec 20, 2016",12.0,6.52,"Oct 4, 2016","Dec 20, 2016"
38055,"['Action', 'Mecha', 'Sci-Fi']","Jul 2, 2018",1.0,6.52,"Jul 2, 2018",
10527,"['Action', 'Adventure', 'Comedy', 'Shounen']","Apr 5, 2008 to Mar 27, 2010",100.0,6.51,"Apr 5, 2008","Mar 27, 2010"
999,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']","Jul 24, 1996 to Feb 4, 1998",3.0,6.52,"Jul 24, 1996","Feb 4, 1998"
31049,"['Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen']","Apr 4, 2016 to Mar 27, 2017",51.0,6.52,"Apr 4, 2016","Mar 27, 2017"
20655,"['Harem', 'Fantasy', 'Shoujo']","Sep 25, 2013",1.0,6.52,"Sep 25, 2013",
7666,"['Comedy', 'Sci-Fi', 'Shounen']","Jul 18, 1981",1.0,6.52,"Jul 18, 1981",
39057,"['Action', 'Game']","Jan 18, 2019",1.0,6.52,"Jan 18, 2019",
32601,"['Romance', 'School', 'Shoujo']","Apr 4, 2016 to Jun 20, 2016",12.0,6.52,"Apr 4, 2016","Jun 20, 2016"
599,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Magic', 'Vampire']","Aug 25, 1994 to Feb 25, 1995",4.0,6.53,"Aug 25, 1994","Feb 25, 1995"
12935,['Music'],"Aug 25, 2010",1.0,6.53,"Aug 25, 2010",
718,"['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']","Nov 30, 1998 to Dec 24, 1998",16.0,6.53,"Nov 30, 1998","Dec 24, 1998"
32222,"['Comedy', 'Kids', 'Supernatural']","Dec 17, 2016",1.0,6.53,"Dec 17, 2016",
7568,"['Comedy', 'Parody']","Oct 23, 2009 to Oct 24, 2010",26.0,6.53,"Oct 23, 2009","Oct 24, 2010"
6137,"['Music', 'Kids']","Oct 1, 2004",1.0,6.53,"Oct 1, 2004",
35602,"['Romance', 'School']","May 19, 2017",1.0,6.53,"May 19, 2017",
8109,"['Kids', 'Adventure', 'Comedy']","Dec 23, 2004",1.0,6.53,"Dec 23, 2004",
6917,['Comedy'],"Oct 10, 1987 to Oct 1, 1988",43.0,6.53,"Oct 10, 1987","Oct 1, 1988"
10324,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']","Apr 5, 2011 to Jun 21, 2011",12.0,6.53,"Apr 5, 2011","Jun 21, 2011"
12729,"['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']","Sep 6, 2012 to May 31, 2013",2.0,7.4,"Sep 6, 2012","May 31, 2013"
37254,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']","Apr 12, 2018 to Jun 28, 2018",12.0,6.51,"Apr 12, 2018","Jun 28, 2018"
2733,['Parody'],"Mar 30, 2002 to Apr 13, 2002",3.0,6.51,"Mar 30, 2002","Apr 13, 2002"
6096,"['Action', 'Comedy', 'Seinen']","Sep 25, 1993 to Sep 21, 1995",5.0,6.5,"Sep 25, 1993","Sep 21, 1995"
31144,['Slice of Life'],"Jul 1, 2015",1.0,6.51,"Jul 1, 2015",
5819,['Fantasy'],"Jan 30, 2007",1.0,6.51,"Jan 30, 2007",
17551,"['Fantasy', 'Comedy', 'Supernatural']","Apr 4, 2007",1.0,6.51,"Apr 4, 2007",
425,"['Comedy', 'Sports', 'Shounen Ai']","Mar 29, 2002 to Jul 26, 2002",2.0,6.51,"Mar 29, 2002","Jul 26, 2002"
31485,"['Music', 'School', 'Shoujo', 'Slice of Life']","Aug 13, 2016",1.0,7.46,"Aug 13, 2016",
35015,"['Comedy', 'School', 'Slice of Life']","Apr 7, 2017 to Jun 23, 2017",12.0,7.46,"Apr 7, 2017","Jun 23, 2017"
1746,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Oct 3, 2004 to Apr 3, 2005",26.0,6.51,"Oct 3, 2004","Apr 3, 2005"
3712,"['Action', 'Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School']","Jul 7, 2008 to Sep 22, 2008",12.0,7.5,"Jul 7, 2008","Sep 22, 2008"
8416,['Comedy'],"Nov 13, 1993",1.0,6.5,"Nov 13, 1993",
3522,"['Action', 'Sci-Fi', 'Super Power']","Mar 11, 1984",1.0,6.5,"Mar 11, 1984",
2572,"['Adventure', 'Kids', 'Fantasy']","Oct 10, 1983 to Mar 26, 1984",24.0,6.5,"Oct 10, 1983","Mar 26, 1984"
852,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shoujo']","Sep 10, 1995 to Sep 1, 1996",50.0,7.51,"Sep 10, 1995","Sep 1, 1996"
1370,"['Comedy', 'Dementia', 'Psychological', 'Fantasy']","Jan 1, 2002",1.0,6.49,"Jan 1, 2002",
98,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']","Sep 30, 2004 to Mar 31, 2005",26.0,7.51,"Sep 30, 2004","Mar 31, 2005"
5070,"['Action', 'Mecha', 'Sci-Fi']","Apr 1, 1998 to Jan 27, 1999",43.0,6.48,"Apr 1, 1998","Jan 27, 1999"
3101,"['Action', 'Sci-Fi', 'Adventure', 'Cars', 'Sports', 'Mecha', 'Shounen']","Oct 7, 2003 to Sep 28, 2004",51.0,6.48,"Oct 7, 2003","Sep 28, 2004"
6028,"['Sci-Fi', 'Comedy', 'Shounen']","Dec 22, 1984",1.0,6.48,"Dec 22, 1984",
38658,"['Music', 'Slice of Life', 'Comedy']","Jan 11, 2018",1.0,6.48,"Jan 11, 2018",
8145,"['Action', 'Fantasy', 'Horror', 'Kids', 'Shounen', 'Supernatural']","Dec 20, 2008",1.0,6.48,"Dec 20, 2008",
888,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']","Jan 20, 2000 to Mar 27, 2000",12.0,6.48,"Jan 20, 2000","Mar 27, 2000"
3399,"['Action', 'Mecha', 'Sci-Fi', 'Space']","Oct 2, 1981 to Dec 24, 1982",64.0,6.48,"Oct 2, 1981","Dec 24, 1982"
37831,"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']","May 13, 2018",1.0,6.48,"May 13, 2018",
8966,"['Adventure', 'Comedy', 'Kids']","Dec 1, 2004",1.0,6.49,"Dec 1, 2004",
21103,['Music'],"Feb 26, 2014",1.0,6.48,"Feb 26, 2014",
19151,"['Action', 'Ecchi', 'Romance', 'Harem', 'School', 'Sports']","Oct 7, 2013 to Dec 23, 2013",12.0,6.47,"Oct 7, 2013","Dec 23, 2013"
37012,['Comedy'],"Jul 11, 2015",1.0,6.46,"Jul 11, 2015",
39362,"['Kids', 'Mecha', 'Sci-Fi', 'Space']","May 29, 2004",1.0,6.46,"May 29, 2004",
13251,"['Adventure', 'Fantasy', 'Comedy']","Mar 13, 2012 to Mar 19, 2012",3.0,6.46,"Mar 13, 2012","Mar 19, 2012"
1789,"['Action', 'Mecha', 'Sci-Fi']","Mar 1, 2002",1.0,6.45,"Mar 1, 2002",
1495,"['Space', 'Drama', 'Sci-Fi']","Dec 13, 2000 to Mar 7, 2001",2.0,6.45,"Dec 13, 2000","Mar 7, 2001"
12483,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']","Oct 7, 2000 to Mar 31, 2001",26.0,6.44,"Oct 7, 2000","Mar 31, 2001"
7571,"['Drama', 'Slice of Life']","Aug 18, 2004",1.0,6.44,"Aug 18, 2004",
576,"['Comedy', 'Fantasy', 'Harem', 'Magic', 'Romance', 'Shounen']","Jan 1, 2006 to Apr 1, 2006",13.0,6.44,"Jan 1, 2006","Apr 1, 2006"
37703,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']","Jul 27, 2018 to Nov 22, 2018",3.0,6.44,"Jul 27, 2018","Nov 22, 2018"
2503,"['Adventure', 'Comedy', 'Shounen']","Oct 10, 1992 to Oct 2, 1993",42.0,6.44,"Oct 10, 1992","Oct 2, 1993"
40178,['Sci-Fi'],"Oct 4, 2019 to Dec 20, 2019",12.0,6.44,"Oct 4, 2019","Dec 20, 2019"
2267,"['Mecha', 'Mystery']","Aug 8, 2007",1.0,6.44,"Aug 8, 2007",
12441,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Mecha']","Jul 20, 1985",1.0,6.44,"Jul 20, 1985",
8603,"['Music', 'Slice of Life', 'Kids', 'School']","Aug 1, 2008",1.0,6.44,"Aug 1, 2008",
1004,"['Drama', 'Psychological', 'Romance', 'Slice of Life']","Apr 19, 2002",1.0,7.39,"Apr 19, 2002",
10804,"['Slice of Life', 'Historical', 'Seinen']","Jul 29, 2011",1.0,7.39,"Jul 29, 2011",
14753,"['Comedy', 'Romance', 'School', 'Shounen']","Sep 26, 2012 to Dec 14, 2018",4.0,7.39,"Sep 26, 2012","Dec 14, 2018"
35327,"['Parody', 'Sports']","Apr 1, 2017",1.0,7.39,"Apr 1, 2017",
30300,"['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']","Mar 10, 2015",1.0,7.39,"Mar 10, 2015",
15863,"['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen', 'Space']","Apr 4, 2013 to Sep 19, 2013",24.0,7.39,"Apr 4, 2013","Sep 19, 2013"
9135,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']","Jul 2, 2011",1.0,7.39,"Jul 2, 2011",
408,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","Sep 14, 2005",1.0,7.39,"Sep 14, 2005",
39607,"['Comedy', 'Fantasy', 'Shounen']","Mar 26, 2019",1.0,6.44,"Mar 26, 2019",
1048,"['Demons', 'Horror', 'Supernatural']","Apr 4, 2001 to Jul 4, 2001",13.0,6.44,"Apr 4, 2001","Jul 4, 2001"
