uid,genre,aired,episodes,score,start,end
38525,"['Adventure', 'Cars', 'Kids']","Sep 1, 2013 to Feb 25, 2016",52.0,5.27,"Sep 1, 2013","Feb 25, 2016"
35104,"['Kids', 'Supernatural']",Not available,1.0,6.18,Not available,
8853,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']","Oct 5, 1984 to Apr 5, 1985",25.0,6.23,"Oct 5, 1984","Apr 5, 1985"
35152,['Kids'],2013,1.0,6.89,2013,
28377,"['Comedy', 'Mecha']","Nov, 2014",1.0,5.21,"Nov, 2014",
32218,"['Action', 'Sci-Fi', 'Adventure', 'Romance', 'Mecha']","Mar 28, 1985 to May 28, 1985",2.0,5.45,"Mar 28, 1985","May 28, 1985"
38196,['Fantasy'],Not available,10.0,2.85,Not available,
23511,"['Action', 'Game', 'Comedy', 'Kids']","Apr 1, 2014 to Feb 10, 2015",32.0,5.35,"Apr 1, 2014","Feb 10, 2015"
34259,['Comedy'],"Sep 26, 2012",1.0,5.67,"Sep 26, 2012",
38018,"['Music', 'Comedy']","Oct 8, 2018 to Feb 11, 2019",17.0,6.06,"Oct 8, 2018","Feb 11, 2019"
37167,"['Music', 'Comedy']","Aug 17, 2017 to Oct 5, 2017",8.0,6.0,"Aug 17, 2017","Oct 5, 2017"
16041,"['Adventure', 'Mecha', 'Sci-Fi']","Mar 27, 2009",2.0,5.64,"Mar 27, 2009",
33262,"['Fantasy', 'Kids']","Jul 7, 2016 to Jun 29, 2017",52.0,5.21,"Jul 7, 2016","Jun 29, 2017"
35123,"['Drama', 'Kids']",Not available,1.0,6.71,Not available,
38092,"['Adventure', 'Kids']","Aug 27, 2007 to ?",52.0,5.5,"Aug 27, 2007",?
39409,['Kids'],1982,1.0,6.14,1982,
6687,['Comedy'],"Jun 12, 2009 to Aug 7, 2009",3.0,5.76,"Jun 12, 2009","Aug 7, 2009"
17457,"['Adventure', 'Comedy']","Feb 15, 1971 to Mar 22, 1971",26.0,6.3,"Feb 15, 1971","Mar 22, 1971"
30634,"['Space', 'Sci-Fi']",2011,1.0,6.12,2011,
37494,['Kids'],"Apr, 2018",1.0,6.67,"Apr, 2018",
39144,['Kids'],Not available,1.0,5.71,Not available,
16303,"['Comedy', 'Sci-Fi']","Apr 9, 1984 to Sep 28, 1984",23.0,5.76,"Apr 9, 1984","Sep 28, 1984"
37168,"['Comedy', 'Game', 'Parody']","Jul 16, 2014",3.0,4.73,"Jul 16, 2014",
22755,"['Comedy', 'Game', 'Parody']","Jan 7, 2014 to Apr 1, 2014",12.0,4.76,"Jan 7, 2014","Apr 1, 2014"
40385,['Slice of Life'],"Aug 18, 2019",1.0,5.79,"Aug 18, 2019",
36402,"['Music', 'Kids']","Aug 3, 2000",1.0,4.27,"Aug 3, 2000",
19177,"['Music', 'School', 'Drama']","Dec 22, 1981",1.0,5.61,"Dec 22, 1981",
37762,"['Music', 'Kids']","Oct 5, 1983",1.0,4.67,"Oct 5, 1983",
25033,"['Romance', 'Slice of Life', 'Shoujo']","Mar 20, 1984",1.0,5.68,"Mar 20, 1984",
24883,"['Fantasy', 'Military', 'Kids']","Aug 14, 2004",1.0,6.15,"Aug 14, 2004",
35671,"['Music', 'Kids']","Oct 6, 1982",1.0,4.29,"Oct 6, 1982",
29385,"['Slice of Life', 'Kids']","Jun 21, 2004 to Apr 21, 2010",10.0,5.59,"Jun 21, 2004","Apr 21, 2010"
33831,"['Drama', 'Historical']",Not available,1.0,4.67,Not available,
30060,"['Action', 'Adventure', 'Fantasy']",Not available,26.0,5.95,Not available,
31129,['Drama'],1998,1.0,5.8100000000000005,1998,
31236,"['Adventure', 'Fantasy', 'Shoujo']","Feb 20, 2016",1.0,6.4,"Feb 20, 2016",
35370,"['Comedy', 'Sports']","Jul 12, 2017 to Sep 27, 2017",12.0,6.66,"Jul 12, 2017","Sep 27, 2017"
33862,['Drama'],"Jun 12, 2015",1.0,4.33,"Jun 12, 2015",
9383,"['Slice of Life', 'Comedy', 'Drama', 'Seinen']","Oct 19, 1991 to Sep 22, 1992",39.0,7.06,"Oct 19, 1991","Sep 22, 1992"
2114,"['Action', 'Fantasy', 'Magic', 'Shounen']","Sep 16, 1991 to Mar 16, 1992",6.0,6.66,"Sep 16, 1991","Mar 16, 1992"
12267,"['Adventure', 'Fantasy', 'Kids']","Jun 4, 2011",1.0,6.66,"Jun 4, 2011",
40489,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']","Oct 6, 2019",1.0,6.67,"Oct 6, 2019",
32419,['Comedy'],"Jun 3, 2008 to Nov 18, 2008",25.0,5.12,"Jun 3, 2008","Nov 18, 2008"
1742,"['Mystery', 'Super Power', 'Supernatural', 'Drama']","Jun 25, 1991 to Mar 10, 1993",12.0,6.66,"Jun 25, 1991","Mar 10, 1993"
32417,['Comedy'],"Apr 13, 2006 to Sep 28, 2006",25.0,5.73,"Apr 13, 2006","Sep 28, 2006"
29948,['Kids'],"Mar, 1957",1.0,6.73,"Mar, 1957",
16718,"['Comedy', 'School', 'Shounen']","Mar 7, 2011 to Oct 14, 2011",16.0,6.66,"Mar 7, 2011","Oct 14, 2011"
29947,['Kids'],"Nov, 1956",1.0,6.76,"Nov, 1956",
24923,"['Adventure', 'Kids']","Sep 15, 1976",1.0,6.35,"Sep 15, 1976",
679,"['Adventure', 'Drama', 'Fantasy', 'Shounen']","Sep 21, 1996 to Nov 21, 1996",3.0,6.66,"Sep 21, 1996","Nov 21, 1996"
3005,"['Adventure', 'Drama', 'Fantasy', 'Shounen']","Oct 25, 1995",1.0,6.66,"Oct 25, 1995",
28619,['Mystery'],"Jul 3, 2015 to Sep 18, 2015",11.0,6.66,"Jul 3, 2015","Sep 18, 2015"
8501,"['Comedy', 'Kids', 'Supernatural']","Oct 2, 1967 to Mar 25, 1968",26.0,5.86,"Oct 2, 1967","Mar 25, 1968"
23133,"['Action', 'Sci-Fi', 'Mystery', 'Psychological', 'Drama', 'Mecha']","Apr 22, 2014 to Sep 30, 2014",24.0,6.66,"Apr 22, 2014","Sep 30, 2014"
13731,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","Apr 6, 2012",1.0,6.66,"Apr 6, 2012",
36357,"['Music', 'Kids']","Aug 25, 1966",1.0,3.88,"Aug 25, 1966",
4468,"['Adventure', 'Fantasy']","Apr 1, 1992 to Sep 23, 1992",26.0,6.66,"Apr 1, 1992","Sep 23, 1992"
31617,"['Sci-Fi', 'Police', 'Seinen']","Jun 30, 2016",1.0,6.66,"Jun 30, 2016",
17657,"['Adventure', 'Kids']",1992,1.0,6.35,1992,
27855,['Kids'],"Dec 8, 2006",1.0,6.47,"Dec 8, 2006",
17731,['Comedy'],"Apr 7, 2013 to Jun 23, 2013",12.0,6.66,"Apr 7, 2013","Jun 23, 2013"
3464,"['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Sci-Fi', 'Shounen']","Oct 5, 2008 to Dec 21, 2008",12.0,6.66,"Oct 5, 2008","Dec 21, 2008"
35125,"['Drama', 'Kids']",Not available,1.0,6.0,Not available,
39353,['Kids'],1999,1.0,5.93,1999,
37647,"['Slice of Life', 'Comedy']","Apr 16, 2018 to Sep 28, 2018",24.0,6.09,"Apr 16, 2018","Sep 28, 2018"
11731,['Comedy'],"Sep 21, 2011",2.0,5.22,"Sep 21, 2011",
11733,['Comedy'],"Jan 15, 2011 to Sep 24, 2011",34.0,4.92,"Jan 15, 2011","Sep 24, 2011"
8025,['Comedy'],"Feb 6, 2010 to Nov 26, 2010",41.0,5.45,"Feb 6, 2010","Nov 26, 2010"
26237,"['Drama', 'Kids']",Not available,1.0,6.18,Not available,
35345,"['Comedy', 'Parody']","Jun 23, 2017",1.0,4.93,"Jun 23, 2017",
33388,[],"Mar 11, 2017",1.0,5.73,"Mar 11, 2017",
37428,"['Adventure', 'Kids', 'Fantasy']","Apr 2, 2018 to Jan 28, 2019",40.0,8.0,"Apr 2, 2018","Jan 28, 2019"
38312,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']","Jun 1, 2012",1.0,5.4,"Jun 1, 2012",
18071,"['Romance', 'Seinen']","Oct 5, 1988",1.0,6.09,"Oct 5, 1988",
37798,"['Adventure', 'Kids', 'Fantasy']","Aug 9, 2002 to Feb 28, 2003",26.0,6.3,"Aug 9, 2002","Feb 28, 2003"
35782,"['Music', 'Kids']","Aug 3, 1993",1.0,4.34,"Aug 3, 1993",
36348,"['Music', 'Kids']","Feb 1, 1978",1.0,4.21,"Feb 1, 1978",
39706,['Music'],"Feb 3, 2019",1.0,4.74,"Feb 3, 2019",
40683,['Music'],"Aug 21, 2014",1.0,5.58,"Aug 21, 2014",
23721,"['Fantasy', 'Kids']","Apr 2, 2014 to Oct 1, 2014",26.0,6.22,"Apr 2, 2014","Oct 1, 2014"
38478,['Music'],"Oct 7, 2018",1.0,3.82,"Oct 7, 2018",
35517,"['Music', 'Comedy']","May 7, 2017 to Mar 25, 2018",46.0,5.41,"May 7, 2017","Mar 25, 2018"
18759,"['Sports', 'Shounen']","Jul 4, 1981",1.0,6.34,"Jul 4, 1981",
27915,"['Sports', 'Shounen']","Apr 2, 1980",1.0,6.24,"Apr 2, 1980",
36735,"['Comedy', 'Music', 'Samurai']",2004 to 2005,40.0,5.04,2004,2005
39012,"['Sci-Fi', 'Kids']","Jan 12, 2019 to Jul 6, 2019",26.0,4.29,"Jan 12, 2019","Jul 6, 2019"
34664,"['Sci-Fi', 'Kids']","May 15, 2016 to Dec 2, 2016",26.0,5.8,"May 15, 2016","Dec 2, 2016"
36302,"['Music', 'Kids']","Dec 2, 1978",1.0,4.47,"Dec 2, 1978",
37733,['Music'],"May 27, 2012",1.0,4.91,"May 27, 2012",
32738,"['Comedy', 'Slice of Life']","Aug 11, 2014 to Sep 10, 2015",18.0,4.8100000000000005,"Aug 11, 2014","Sep 10, 2015"
37386,['Dementia'],1974,1.0,4.43,1974,
35702,['Comedy'],"Oct 14, 2015 to Nov 30, 2015",2.0,4.52,"Oct 14, 2015","Nov 30, 2015"
9447,"['Psychological', 'Drama']","Apr 17, 2008",6.0,5.29,"Apr 17, 2008",
34925,['Historical'],"Mar 1, 1986 to Feb 1, 1990",12.0,6.43,"Mar 1, 1986","Feb 1, 1990"
29742,['Slice of Life'],2005,13.0,5.27,2005,
10245,"['Fantasy', 'Horror']","May 1, 1989 to Feb 1, 1990",10.0,6.06,"May 1, 1989","Feb 1, 1990"
34891,['Comedy'],"Mar 11, 2017 to Sep 9, 2017",27.0,5.8100000000000005,"Mar 11, 2017","Sep 9, 2017"
23611,"['Adventure', 'Kids']","Mar 21, 1987",1.0,6.43,"Mar 21, 1987",
24881,['Kids'],"Jul, 1928",1.0,5.84,"Jul, 1928",
10210,"['Adventure', 'Comedy']","Oct 3, 1986 to Sep 25, 1987",51.0,6.17,"Oct 3, 1986","Sep 25, 1987"
40016,['Dementia'],"Mar 31, 2019 to Apr 1, 2019",4.0,3.69,"Mar 31, 2019","Apr 1, 2019"
9665,['Sports'],"Oct 27, 1989 to Mar 25, 1991",4.0,5.76,"Oct 27, 1989","Mar 25, 1991"
36361,"['Music', 'Kids']","Dec 2, 2001",1.0,4.5600000000000005,"Dec 2, 2001",
29467,"['Kids', 'Adventure']","May 5, 1995 to Jan 8, 1997",8.0,5.8100000000000005,"May 5, 1995","Jan 8, 1997"
39634,"['Action', 'Drama', 'Historical', 'Military']",1982 to 1997,50.0,4.5,1982,1997
31868,"['Adventure', 'Comedy']","Jul 21, 1987",1.0,5.39,"Jul 21, 1987",
29743,['Slice of Life'],2005 to 2006,13.0,5.26,2005,2006
9540,['Comedy'],"Jan 8, 1996 to Jun 24, 1996",20.0,5.89,"Jan 8, 1996","Jun 24, 1996"
33863,['Comedy'],"May 9, 2016",1.0,4.17,"May 9, 2016",
30959,"['Kids', 'Super Power']",Not available,1.0,6.75,Not available,
39354,['Kids'],1997,1.0,6.31,1997,
32418,['Comedy'],"Apr 14, 2007 to Oct 13, 2007",25.0,5.25,"Apr 14, 2007","Oct 13, 2007"
35126,"['Drama', 'Kids']",Not available,1.0,5.91,Not available,
35670,"['Music', 'Kids']","Oct, 1972",1.0,3.91,"Oct, 1972",
37720,"['Music', 'Kids']","Aug 1, 2017",1.0,4.51,"Aug 1, 2017",
36881,['Comedy'],"Jan 15, 2007 to Mar 26, 2007",11.0,6.43,"Jan 15, 2007","Mar 26, 2007"
7479,"['Adventure', 'Historical', 'Sports', 'Martial Arts']","Oct 3, 1973 to Sep 25, 1974",47.0,6.66,"Oct 3, 1973","Sep 25, 1974"
8507,"['Comedy', 'Ecchi']","Jun 25, 2010 to Nov 25, 2010",6.0,6.66,"Jun 25, 2010","Nov 25, 2010"
590,"['Comedy', 'Romance', 'Shounen']","Jan 8, 2006 to Mar 26, 2006",12.0,6.66,"Jan 8, 2006","Mar 26, 2006"
23855,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']","Aug 21, 1998 to Sep 19, 1998",2.0,5.39,"Aug 21, 1998","Sep 19, 1998"
19255,"['Ecchi', 'Comedy']","Jun 26, 2013 to Nov 27, 2013",6.0,6.66,"Jun 26, 2013","Nov 27, 2013"
1409,"['Sports', 'Mecha', 'Sci-Fi', 'Shounen']","Sep 15, 2003 to Sep 19, 2003",5.0,6.66,"Sep 15, 2003","Sep 19, 2003"
1019,"['Action', 'Historical', 'Supernatural', 'Drama', 'Romance', 'School', 'Shounen Ai']","Jan 7, 2002 to Apr 8, 2002",13.0,6.66,"Jan 7, 2002","Apr 8, 2002"
38398,"['Comedy', 'Parody']","Feb 24, 2010 to Nov 21, 2011",5.0,5.46,"Feb 24, 2010","Nov 21, 2011"
7307,"['Comedy', 'Supernatural']","Oct 12, 1985 to Feb 6, 1988",108.0,6.66,"Oct 12, 1985","Feb 6, 1988"
1466,"['Sci-Fi', 'Adventure', 'Space']","Apr 9, 1997 to May 12, 1999",26.0,6.66,"Apr 9, 1997","May 12, 1999"
34207,"['Comedy', 'Kids']","Oct 10, 2016 to Feb 27, 2017",16.0,6.07,"Oct 10, 2016","Feb 27, 2017"
23137,"['Military', 'School']","Sep 25, 2013",4.0,6.66,"Sep 25, 2013",
33743,"['Drama', 'Ecchi', 'Music', 'Romance', 'School', 'Shounen']","Jan 6, 2017 to Mar 24, 2017",12.0,6.66,"Jan 6, 2017","Mar 24, 2017"
7436,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']","Mar 7, 1992",1.0,6.66,"Mar 7, 1992",
4855,"['Action', 'Martial Arts', 'Fantasy', 'Shounen']","Sep 21, 1990 to Dec 1, 1990",6.0,6.66,"Sep 21, 1990","Dec 1, 1990"
23801,"['Adventure', 'Fantasy', 'Kids', 'Mystery', 'Sci-Fi']","Sep 12, 1983",1.0,6.11,"Sep 12, 1983",
15957,"['Comedy', 'Kids']","Oct 2, 1968 to Mar 26, 1969",26.0,5.54,"Oct 2, 1968","Mar 26, 1969"
19437,"['Action', 'Magic', 'Fantasy']","Sep 20, 1988",1.0,4.78,"Sep 20, 1988",
30034,"['Kids', 'Adventure']","Dec 24, 1997 to Apr 1, 1998",13.0,6.0,"Dec 24, 1997","Apr 1, 1998"
8879,"['Action', 'Adventure', 'Kids', 'Sci-Fi']","Apr 4, 1965 to Apr 18, 1965",3.0,5.23,"Apr 4, 1965","Apr 18, 1965"
14827,"['Ecchi', 'Romance', 'School', 'Drama']","Jan 5, 2013 to Mar 30, 2013",13.0,6.66,"Jan 5, 2013","Mar 30, 2013"
18327,"['Shounen', 'Sports']","Aug 13, 1985",1.0,5.57,"Aug 13, 1985",
39819,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']","Nov 1, 2019 to Apr 3, 2020",2.0,7.51,"Nov 1, 2019","Apr 3, 2020"
39242,['Music'],"Nov 25, 2017",1.0,4.94,"Nov 25, 2017",
14967,"['Harem', 'Slice of Life', 'Comedy', 'Romance', 'School']","Jan 11, 2013 to Mar 29, 2013",12.0,7.51,"Jan 11, 2013","Mar 29, 2013"
1681,"['Action', 'Adventure', 'Fantasy', 'Kids', 'Magic', 'Supernatural']","Jul 8, 2006",1.0,7.51,"Jul 8, 2006",
32827,"['Action', 'Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']","Mar 2, 2018",12.0,7.51,"Mar 2, 2018",
18451,['Drama'],"Jul 1, 1992 to Sep 9, 1992",2.0,6.06,"Jul 1, 1992","Sep 9, 1992"
19901,"['Comedy', 'Shounen']","Sep 7, 1967 to Jan 25, 1968",21.0,5.07,"Sep 7, 1967","Jan 25, 1968"
586,"['Mystery', 'Historical', 'Horror', 'Fantasy']","Jan 13, 2006 to Mar 24, 2006",11.0,7.51,"Jan 13, 2006","Mar 24, 2006"
10490,"['Action', 'Mystery', 'Horror', 'Supernatural', 'Vampire', 'School']","Jul 8, 2011 to Sep 30, 2011",12.0,6.66,"Jul 8, 2011","Sep 30, 2011"
37996,"['Comedy', 'Drama', 'School']","Dec 26, 2018",1.0,7.51,"Dec 26, 2018",
2548,"['Drama', 'Historical', 'Slice of Life']","Jan 11, 1987 to Dec 27, 1987",48.0,7.51,"Jan 11, 1987","Dec 27, 1987"
5075,"['Action', 'Adventure', 'Police', 'Mecha', 'Sci-Fi']","Feb 5, 1994 to Jan 28, 1995",48.0,7.52,"Feb 5, 1994","Jan 28, 1995"
2923,"['Comedy', 'Magic', 'School', 'Shoujo']","Oct 6, 2007 to Sep 27, 2008",51.0,7.52,"Oct 6, 2007","Sep 27, 2008"
30458,"['Action', 'Drama', 'Horror', 'School', 'Seinen', 'Supernatural']","Sep 30, 2015",1.0,7.52,"Sep 30, 2015",
25299,"['Drama', 'Sports']","May 21, 1994",1.0,6.11,"May 21, 1994",
8557,"['Comedy', 'Shounen', 'Slice of Life']","Oct 5, 2010 to Dec 21, 2010",12.0,7.52,"Oct 5, 2010","Dec 21, 2010"
33232,"['Action', 'Military', 'Adventure', 'Drama', 'Romance']","Jul 20, 1985",1.0,6.66,"Jul 20, 1985",
31555,['Comedy'],"Oct 11, 2015 to Jan 10, 2016",13.0,6.31,"Oct 11, 2015","Jan 10, 2016"
30736,"['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']","Apr 8, 2017 to Sep 30, 2017",24.0,7.52,"Apr 8, 2017","Sep 30, 2017"
15793,"['Action', 'Music', 'Sci-Fi']","Jul 5, 2013 to Sep 27, 2013",13.0,7.52,"Jul 5, 2013","Sep 27, 2013"
27911,"['Comedy', 'Seinen']","Feb 13, 2015 to Jun 26, 2015",20.0,6.66,"Feb 13, 2015","Jun 26, 2015"
30935,['Drama'],2009,1.0,7.72,2009,
36740,"['Action', 'Sci-Fi', 'Kids']","Nov 6, 2017 to Apr 25, 2019",52.0,4.92,"Nov 6, 2017","Apr 25, 2019"
2835,"['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']","Apr 9, 1982 to May 13, 1983",49.0,7.52,"Apr 9, 1982","May 13, 1983"
36573,['Kids'],"May 2, 2014",13.0,4.37,"May 2, 2014",
17307,"['Drama', 'Seinen', 'Sports']","Apr 3, 1991",1.0,6.64,"Apr 3, 1991",
593,"['Drama', 'Mecha', 'Military', 'Psychological', 'Sci-Fi', 'Space']","Oct 6, 1999 to Mar 29, 2000",26.0,7.52,"Oct 6, 1999","Mar 29, 2000"
36973,['Game'],"Jan 31, 2018 to Feb 14, 2018",3.0,5.17,"Jan 31, 2018","Feb 14, 2018"
16818,"['Action', 'Kids', 'Adventure', 'Space', 'Sci-Fi']","Jul 22, 1979",1.0,5.04,"Jul 22, 1979",
29379,['Mecha'],1992,1.0,5.7,1992,
35057,['Kids'],Not available,1.0,5.71,Not available,
40593,"['Kids', 'Music']","Apr 4, 1995",1.0,5.0,"Apr 4, 1995",
39090,['Drama'],"Mar 25, 2015",2.0,6.2,"Mar 25, 2015",
34756,"['Adventure', 'Kids']","Aug 25, 2017",1.0,5.19,"Aug 25, 2017",
38174,"['Sci-Fi', 'Adventure', 'Mecha']","Jan 26, 2002",1.0,6.25,"Jan 26, 2002",
40350,"['Action', 'Sports', 'Shounen']",Not available,1.0,4.53,Not available,
9464,"['Comedy', 'Shounen']","Nov 21, 1998",1.0,6.07,"Nov 21, 1998",
23609,"['Comedy', 'Ecchi', 'Kids', 'Parody', 'Shounen']","Nov 24, 1989",3.0,5.28,"Nov 24, 1989",
11593,"['School', 'Sports']","Feb 18, 1979",1.0,5.53,"Feb 18, 1979",
26163,"['Kids', 'Slice of Life']","Sep 25, 2014 to Mar 26, 2015",26.0,4.93,"Sep 25, 2014","Mar 26, 2015"
20755,"['Kids', 'Slice of Life']","Jan 17, 2013 to Feb 21, 2013",26.0,5.23,"Jan 17, 2013","Feb 21, 2013"
31753,"['Kids', 'Slice of Life']","Jan 21, 2016 to Mar 24, 2016",10.0,6.41,"Jan 21, 2016","Mar 24, 2016"
29503,"['Music', 'Kids']","Feb 15, 2006",1.0,4.17,"Feb 15, 2006",
30362,['Sci-Fi'],"Apr 27, 2013",1.0,6.16,"Apr 27, 2013",
35520,"['Action', 'Military', 'Sci-Fi']","Aug 17, 2002",1.0,4.53,"Aug 17, 2002",
18527,"['Ecchi', 'Comedy']","May 1, 1992",2.0,5.38,"May 1, 1992",
20115,"['Cars', 'Shounen', 'Sports']","Oct 10, 1977 to Feb 6, 1978",17.0,6.4,"Oct 10, 1977","Feb 6, 1978"
33389,[],"Mar 11, 2017",1.0,6.32,"Mar 11, 2017",
39272,"['Fantasy', 'Historical', 'Romance']","Apr 2, 2019",1.0,5.91,"Apr 2, 2019",
25609,"['Kids', 'Music']","Nov 4, 2002 to Dec 4, 2002",15.0,5.45,"Nov 4, 2002","Dec 4, 2002"
40367,"['Action', 'Adventure', 'Drama', 'Kids', 'Mecha', 'Sci-Fi']","Oct 3, 2019 to ?",52.0,5.0,"Oct 3, 2019",?
25615,"['Kids', 'Music']","Oct 2, 2006 to Oct 13, 2006",10.0,5.62,"Oct 2, 2006","Oct 13, 2006"
29924,['Kids'],1962 to 1965,100.0,5.4,1962,1965
33717,"['Drama', 'Fantasy', 'Mystery']","Feb 23, 2007",1.0,5.87,"Feb 23, 2007",
10323,"['Sports', 'School']","Jan 21, 2011",2.0,4.6,"Jan 21, 2011",
36347,"['Music', 'Kids']","Oct 1, 1970",1.0,4.72,"Oct 1, 1970",
16780,"['Action', 'Adventure', 'Shounen']",1981,1.0,4.7,1981,
18521,"['Action', 'Adventure', 'Comedy']","Mar 19, 1998",1.0,5.31,"Mar 19, 1998",
39851,"['Comedy', 'Fantasy', 'Shounen']","Dec 27, 2019 to Jan 17, 2020",12.0,5.75,"Dec 27, 2019","Jan 17, 2020"
35274,"['Drama', 'Kids']",1997,1.0,6.47,1997,
26267,"['Drama', 'Kids', 'School']",2005,1.0,6.44,2005,
29499,"['Kids', 'Fantasy']","Aug 24, 1998",1.0,6.39,"Aug 24, 1998",
35021,['Drama'],1997,1.0,7.7,1997,
34841,"['Slice of Life', 'Comedy', 'Supernatural']","Jan 23, 1998 to Mar 26, 1998",45.0,6.55,"Jan 23, 1998","Mar 26, 1998"
39032,['Parody'],"Aug 14, 2017 to Nov 11, 2017",5.0,6.33,"Aug 14, 2017","Nov 11, 2017"
37734,['Music'],2012,1.0,4.63,2012,
8967,['Drama'],"Feb 5, 1990",2.0,6.11,"Feb 5, 1990",
32645,"['Adventure', 'Historical', 'Drama', 'Fantasy']","Aug 19, 1978",1.0,6.53,"Aug 19, 1978",
36139,"['Historical', 'Drama']","Aug 4, 2017",3.0,6.14,"Aug 4, 2017",
16556,"['Adventure', 'Fantasy', 'Historical']","Jan 21, 1967",1.0,4.79,"Jan 21, 1967",
33465,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy']","Aug 5, 2005",1.0,5.71,"Aug 5, 2005",
30134,"['Action', 'Adventure']","Aug 18, 2011",1.0,5.41,"Aug 18, 2011",
38100,"['Drama', 'Romance']","Aug 3, 2018 to Nov 2, 2018",20.0,6.25,"Aug 3, 2018","Nov 2, 2018"
38805,['Music'],"Dec 9, 2018 to Dec 25, 2018",13.0,4.68,"Dec 9, 2018","Dec 25, 2018"
31511,[],2011,1.0,5.62,2011,
16828,"['Action', 'Mecha', 'Shounen']","Jan 5, 1982",1.0,4.39,"Jan 5, 1982",
26323,"['Drama', 'Historical', 'Kids']",1991,1.0,6.47,1991,
34706,"['Historical', 'Kids']",Not available,1.0,4.86,Not available,
37539,['Historical'],"Jan 6, 2017",1.0,4.35,"Jan 6, 2017",
38933,['Historical'],"Oct 3, 2015 to Dec, 2015",2.0,5.48,"Oct 3, 2015","Dec, 2015"
26009,"['Kids', 'Comedy']","Feb 24, 2012",1.0,4.89,"Feb 24, 2012",
36372,"['Music', 'Kids']","Apr, 1980",1.0,4.71,"Apr, 1980",
37706,"['Demons', 'Parody']","Apr 6, 2018",1.0,6.66,"Apr 6, 2018",
36749,['Music'],"Mar 16, 2018",1.0,6.07,"Mar 16, 2018",
33339,"['Comedy', 'Supernatural', 'Thriller']","Feb 28, 2014 to May 17, 2016",63.0,6.67,"Feb 28, 2014","May 17, 2016"
1737,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha', 'Shounen']","Jun 30, 1980 to Jan 25, 1981",34.0,6.67,"Jun 30, 1980","Jan 25, 1981"
2299,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Nov 30, 1999",1.0,6.67,"Nov 30, 1999",
3325,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Feb 3, 1990 to Jan 26, 1991",48.0,6.67,"Feb 3, 1990","Jan 26, 1991"
17405,['Horror'],"Jul 20, 2000",1.0,6.0,"Jul 20, 2000",
5763,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Oct 13, 1979 to Mar 30, 1980",24.0,6.67,"Oct 13, 1979","Mar 30, 1980"
30752,"['Comedy', 'Parody']","Dec 12, 2012 to Feb 6, 2013",2.0,5.26,"Dec 12, 2012","Feb 6, 2013"
175,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']","Apr 2, 2002 to Sep 24, 2002",26.0,6.67,"Apr 2, 2002","Sep 24, 2002"
13433,"['Comedy', 'Parody', 'Super Power']","Apr 6, 2012 to Feb, 2014",78.0,5.5600000000000005,"Apr 6, 2012","Feb, 2014"
8189,"['Comedy', 'Parody']","Jan 7, 2005 to Dec 9, 2006",26.0,6.67,"Jan 7, 2005","Dec 9, 2006"
3668,"['Fantasy', 'School']","Jun 21, 2008 to Dec 20, 2008",26.0,6.67,"Jun 21, 2008","Dec 20, 2008"
28063,['Comedy'],"Oct 22, 2014 to Jun 24, 2015",9.0,6.67,"Oct 22, 2014","Jun 24, 2015"
6245,"['Comedy', 'Sci-Fi', 'Seinen']","Jan 25, 2001 to Jan 23, 2004",3.0,6.67,"Jan 25, 2001","Jan 23, 2004"
2619,"['Action', 'Adventure', 'Mecha']","Apr 5, 2006 to Sep 27, 2006",26.0,6.67,"Apr 5, 2006","Sep 27, 2006"
34373,"['Comedy', 'Parody']","Oct 5, 2009 to Jan 7, 2010",12.0,4.64,"Oct 5, 2009","Jan 7, 2010"
34354,"['Comedy', 'Parody', 'Super Power']","Oct 11, 2007",1.0,4.98,"Oct 11, 2007",
1618,"['Action', 'Sci-Fi', 'Adventure']","Apr 4, 1999 to Sep 26, 1999",26.0,6.67,"Apr 4, 1999","Sep 26, 1999"
13499,"['Adventure', 'Comedy', 'Parody', 'Space']","Jul 15, 2011",1.0,4.46,"Jul 15, 2011",
1480,"['Mecha', 'Military', 'Sci-Fi']","Aug 25, 2006",1.0,6.67,"Aug 25, 2006",
